,Symbol,Close,Transportation_CPI,Housing_CPI,Medical_care_CPI,Education_CPI,Food_Beverges_CPI,Oil_price,Date
0,MMM,235.63999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
1,AOS,61.52999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
2,ABT,58.790000915527344,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
3,ABBV,98.41000366210938,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
4,ABMD,192.4900054931641,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
5,ACN,153.83999633789062,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
6,ATVI,64.30999755859375,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
7,ADM,40.09000015258789,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
8,ADBE,177.6999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
9,ADP,115.98999786376952,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
10,AAP,106.08999633789062,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
11,AES,10.880000114440918,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
12,AFL,43.98500061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
13,A,67.5999984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
14,APD,165.50999450683594,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
15,AKAM,65.55999755859375,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
16,ALK,75.01000213623047,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
17,ALB,131.52999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
18,ARE,129.92999267578125,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
19,ALGN,224.6199951171875,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
20,ALLE,79.91000366210938,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
21,LNT,42.11000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
22,ALL,101.91999816894533,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
23,GOOGL,53.66049957275391,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
24,GOOG,53.25,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
25,MO,70.73999786376953,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
26,AMZN,59.45050048828125,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
27,AMCR,11.800000190734863,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
28,AMD,10.979999542236328,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
29,AEE,58.38999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
30,AAL,52.9900016784668,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
31,AEP,72.41000366210938,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
32,AXP,98.94000244140624,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
33,AIG,59.5,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
34,AMT,141.1300048828125,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
35,AWK,89.08000183105469,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
36,AMP,169.91000366210938,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
37,ABC,94.04000091552734,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
38,AME,72.75,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
39,AMGN,177.0,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
40,APH,43.900001525878906,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
41,ADI,90.27999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
42,ANSS,148.5500030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
43,AON,131.49000549316406,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
44,APA,44.29999923706055,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
45,AAPL,43.06499862670898,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
46,AMAT,53.040000915527344,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
47,APTV,86.11000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
48,ANET,57.75749969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
49,AJG,62.16999816894531,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
50,AIZ,99.2300033569336,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
51,T,29.108760833740234,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
52,ATO,85.04000091552734,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
53,ADSK,107.12000274658205,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
54,AZO,736.5399780273438,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
55,AVB,177.24000549316406,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
56,AVY,115.68000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
57,BKR,32.22999954223633,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
58,BALL,38.630001068115234,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
59,BAC,29.89999961853028,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
60,BBWI,48.41551971435547,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
61,BAX,67.16999816894531,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
62,BDX,212.52682495117188,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
63,WRB,31.128889083862305,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
64,BRK-B,197.22000122070312,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
65,BBY,69.16000366210938,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
66,BIO,241.4199981689453,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
67,TECH,131.4600067138672,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
68,BIIB,334.1700134277344,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
69,BLK,508.9700012207031,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
70,BK,53.81999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
71,BA,296.8399963378906,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
72,BKNG,1784.75,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
73,BWA,51.77999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
74,BXP,129.27999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
75,BSX,25.280000686645508,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
76,BMY,61.310001373291016,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
77,AVGO,267.010009765625,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
78,BR,90.8000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
79,BRO,25.540000915527344,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
80,BF-B,54.15999984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
81,CHRW,89.73999786376953,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
82,CDNS,42.04999923706055,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
83,CZR,31.64999961853028,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
84,CPT,91.5,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
85,CPB,47.38999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
86,COF,99.61000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
87,CAH,63.22999954223633,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
88,KMX,64.76000213623047,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
89,CCL,66.75,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
90,CTLT,42.040000915527344,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
91,CAT,157.0399932861328,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
92,CBOE,122.75,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
93,CBRE,43.81999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
94,CDW,69.76000213623047,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
95,CE,106.76000213623048,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
96,CNC,51.29499816894531,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
97,CNP,28.020000457763672,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
98,CF,43.13999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
99,CRL,110.6500015258789,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
100,SCHW,51.43999862670898,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
101,CHTR,348.9700012207031,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
102,CVX,127.58000183105467,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
103,CMG,292.95001220703125,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
104,CB,142.3000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
105,CHD,49.43000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
106,CI,202.5599975585937,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
107,CINF,73.08000183105469,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
108,CTAS,156.85000610351562,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
109,CSCO,38.86000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
110,C,74.36000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
111,CFG,42.68000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
112,CTXS,88.69000244140625,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
113,CLX,144.99000549316406,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
114,CME,144.7899932861328,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
115,CMS,46.95000076293945,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
116,KO,45.540000915527344,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
117,CTSH,70.94999694824219,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
118,CL,75.13999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
119,CMCSA,41.06999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
120,CMA,86.56999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
121,CAG,37.52000045776367,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
122,COP,55.31999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
123,ED,83.58000183105469,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
124,STZ,226.5599975585937,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
125,COO,220.6199951171875,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
126,CPRT,43.59999847412109,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
127,GLW,32.619998931884766,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
128,COST,188.32000732421875,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
129,CTRA,28.89999961853028,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
130,CCI,108.93000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
131,CSX,18.780000686645508,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
132,CMI,177.05999755859375,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
133,CVS,73.5199966430664,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
134,DHI,51.060001373291016,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
135,DHR,92.44000244140624,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
136,DRI,96.31999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
137,DVA,72.54000091552734,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
138,DE,158.00999450683594,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
139,DAL,56.7400016784668,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
140,XRAY,67.13999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
141,DVN,42.22999954223633,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
142,DXCM,14.4975004196167,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
143,FANG,127.87999725341795,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
144,DLR,112.66000366210938,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
145,DFS,76.91000366210938,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
146,DISH,50.20000076293945,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
147,DIS,111.8000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
148,DG,94.05999755859376,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
149,DLTR,108.69000244140624,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
150,D,80.27999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
151,DPZ,186.94000244140625,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
152,DOV,82.14054870605469,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
153,DTE,92.2978744506836,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
154,DUK,83.2300033569336,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
155,DRE,26.88999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
156,DD,102.33309173583984,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
157,DXC,82.22318267822266,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
158,EMN,94.2699966430664,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
159,ETN,78.86000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
160,EBAY,38.060001373291016,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
161,ECL,134.5,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
162,EIX,63.25,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
163,EW,37.19333267211914,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
164,EA,109.4499969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
165,ELV,226.0,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
166,LLY,84.68000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
167,EMR,70.73999786376953,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
168,ENPH,2.5999999046325684,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
169,ETR,82.5999984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
170,EOG,109.3000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
171,EPAM,108.4000015258789,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
172,EFX,119.54000091552734,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
173,EQIX,446.9200134277344,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
174,EQR,63.5099983215332,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
175,ESS,240.0800018310547,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
176,EL,127.58999633789062,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
177,ETSY,20.82999992370605,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
178,RE,216.47000122070312,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
179,EVRG,53.13999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
180,ES,63.150001525878906,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
181,EXC,28.238231658935547,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
182,EXPE,121.41999816894533,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
183,EXPD,64.9800033569336,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
184,EXR,85.68000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
185,XOM,85.02999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
186,FFIV,132.5800018310547,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
187,FDS,191.6300048828125,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
188,FAST,27.270000457763672,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
189,FRT,133.75,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
190,FDX,257.6000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
191,FITB,30.43000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
192,FRC,84.95999908447266,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
193,FE,30.81999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
194,FIS,93.6999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
195,FISV,65.17500305175781,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
196,FLT,193.8699951171875,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
197,FMC,83.02688598632812,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
198,F,12.65999984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
199,FTNT,8.869999885559082,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
200,FTV,60.56903839111328,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
201,FBHS,68.73999786376953,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
202,BEN,43.25,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
203,FCX,19.770000457763672,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
204,GRMN,59.540000915527344,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
205,IT,124.8499984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
206,GNRC,48.02999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
207,GD,200.4900054931641,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
208,GE,138.3076934814453,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
209,GIS,59.040000915527344,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
210,GM,41.79999923706055,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
211,GPC,96.58000183105467,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
212,GILD,74.0999984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
213,GL,90.20999908447266,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
214,GPN,99.55999755859376,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
215,GS,255.6699981689453,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
216,HAL,49.61000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
217,HIG,55.27000045776367,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
218,HAS,92.08000183105467,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
219,HCA,89.51000213623047,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
220,PEAK,25.90999984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
221,HSIC,56.05490112304688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
222,HSY,112.11000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
223,HES,47.84999847412109,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
224,HPE,14.609999656677246,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
225,HLT,79.68000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
226,HOLX,42.869998931884766,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
227,HD,188.02999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
228,HON,147.3232421875,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
229,HRL,36.36000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
230,HST,19.940000534057617,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
231,HWM,27.76000022888184,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
232,HPQ,21.31999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
233,HUM,251.63999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
234,HBAN,14.600000381469728,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
235,HII,228.009994506836,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
236,IBM,147.46653747558594,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
237,IEX,131.67999267578125,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
238,IDXX,157.80999755859375,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
239,ITW,165.27000427246094,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
240,ILMN,224.02999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
241,INCY,100.88999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
242,IR,33.709999084472656,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
243,INTC,46.84999847412109,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
244,ICE,69.8499984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
245,IP,56.600379943847656,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
246,IPG,20.25,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
247,IFF,154.55999755859375,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
248,INTU,158.72000122070312,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
249,ISRG,125.08333587646484,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
250,IVZ,36.34999847412109,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
251,IQV,99.76000213623048,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
252,IRM,37.61000061035156,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
253,JBHT,116.08999633789062,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
254,JKHY,116.19000244140624,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
255,J,66.87000274658203,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
256,JNJ,139.22999572753906,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
257,JCI,38.22999954223633,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
258,JPM,107.9499969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
259,JNPR,28.700000762939453,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
260,K,67.97000122070312,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
261,KDP,95.2699966430664,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
262,KEY,20.170000076293945,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
263,KEYS,42.150001525878906,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
264,KMB,119.06999969482422,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
265,KIM,18.1200008392334,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
266,KMI,18.799999237060547,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
267,KLAC,106.12999725341795,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
268,KHC,77.0199966430664,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
269,KR,28.299999237060547,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
270,LHX,142.07000732421875,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
271,LH,162.3000030517578,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
272,LRCX,189.27999877929688,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
273,LW,55.369998931884766,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
274,LVS,69.0999984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
275,LDOS,64.0,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
276,LEN,64.83999633789062,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
277,LNC,77.91000366210938,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
278,LIN,156.19000244140625,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
279,LYV,42.650001525878906,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
280,LKQ,41.34999847412109,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
281,LMT,318.5400085449219,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
282,L,49.88999938964844,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
283,LOW,91.62000274658205,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
284,LUMN,17.40999984741211,2.73503,2.77389,1.9385,-2.00299,1.59627,66.65,2018-01
